elapsed,287245,1620065714041,advanced
CPZ3EIGPVDWP,play,The batter hit the ball into the outfield where it landed safely for a hit.
O7ZMUFL1B5LY,strike,The batter swung at the pitch and missed for a strike.
VS5GGRAARCVX,play,The batter hit the ball on the ground to the second baseman.
LNQXTBYWHD4B,strike,The ball crossed the plate within the strike zone and was called a strike by the umpire.
72FNU25XFE1P,foul,The batter hit the ball out of the field of play for a foul ball.
L6LX0D59I4DV,strike,The ball crossed the plate within the strike zone and was called a strike by the umpire.
H76C7AY9VQPG,strike,The batter swung at the pitch and foul tipped it into the catcher's glove for a strike.
ZWNYMTCVEBWW,ball,The pitch did not cross the plate inside the strike zone and was called a ball by the umpire.
EEMJLDQH8ZIX,out,The batter hit the ball to the outfield where it was caught in the air by the right fielder.
2LZ94LF2TJ3S,play,The batter hit the ball on the ground to the second baseman.
